t=2025-08-20T17:25:04-0500 lvl=info msg="no configuration paths supplied"
t=2025-08-20T17:25:04-0500 lvl=info msg="using configuration at default config path" path=/home/new-msi/.config/ngrok/ngrok.yml
t=2025-08-20T17:25:04-0500 lvl=info msg="open config file" path=/home/new-msi/.config/ngrok/ngrok.yml err=nil
t=2025-08-20T19:11:07-0500 lvl=info msg="join connections" obj=join id=088c74e55b68 l=127.0.0.1:3001 r=108.213.112.254:61476
t=2025-08-20T19:12:07-0500 lvl=info msg="join connections" obj=join id=56ff9f61c7b0 l=127.0.0.1:3001 r=108.213.112.254:61476
t=2025-08-20T19:13:07-0500 lvl=info msg="join connections" obj=join id=809b14b5f268 l=127.0.0.1:3001 r=108.213.112.254:61476
t=2025-08-20T19:14:07-0500 lvl=info msg="join connections" obj=join id=b7346cb7eb92 l=127.0.0.1:3001 r=108.213.112.254:61476
t=2025-08-20T19:15:07-0500 lvl=info msg="join connections" obj=join id=64246f151bfd l=127.0.0.1:3001 r=108.213.112.254:63470
t=2025-08-20T19:16:07-0500 lvl=info msg="join connections" obj=join id=ee7f0e3728bb l=127.0.0.1:3001 r=108.213.112.254:63470
t=2025-08-20T19:17:07-0500 lvl=info msg="join connections" obj=join id=6297f4c83bbf l=127.0.0.1:3001 r=108.213.112.254:63470
t=2025-08-20T19:18:07-0500 lvl=info msg="join connections" obj=join id=6642a5493d54 l=127.0.0.1:3001 r=108.213.112.254:63470
t=2025-08-20T19:19:07-0500 lvl=info msg="join connections" obj=join id=efd54f037643 l=127.0.0.1:3001 r=108.213.112.254:63470
t=2025-08-20T19:20:07-0500 lvl=info msg="join connections" obj=join id=b1592a4248ae l=127.0.0.1:3001 r=108.213.112.254:63470
t=2025-08-20T19:21:07-0500 lvl=info msg="join connections" obj=join id=c66864a14c7f l=127.0.0.1:3001 r=108.213.112.254:63470
t=2025-08-20T19:22:07-0500 lvl=info msg="join connections" obj=join id=60641603d7a5 l=127.0.0.1:3001 r=108.213.112.254:63470
t=2025-08-20T19:22:08-0500 lvl=info msg="join connections" obj=join id=4a3cef7ae5bb l=127.0.0.1:3001 r=108.213.112.254:58449
t=2025-08-20T19:23:07-0500 lvl=info msg="join connections" obj=join id=b389f825d668 l=127.0.0.1:3001 r=108.213.112.254:53448
t=2025-08-20T19:24:07-0500 lvl=info msg="join connections" obj=join id=94fd731acbd5 l=127.0.0.1:3001 r=108.213.112.254:53448
t=2025-08-20T19:24:08-0500 lvl=info msg="join connections" obj=join id=3aae8ac553e1 l=127.0.0.1:3001 r=108.213.112.254:60917
t=2025-08-20T19:25:07-0500 lvl=info msg="join connections" obj=join id=fefada435bba l=127.0.0.1:3001 r=108.213.112.254:60917
t=2025-08-20T19:25:12-0500 lvl=info msg="join connections" obj=join id=0d8431adfbc0 l=127.0.0.1:3001 r=[2600:1700:e900:52e0:c95d:25a2:8ffb:a650]:57858
t=2025-08-20T19:26:07-0500 lvl=info msg="join connections" obj=join id=6a5a8b97593d l=127.0.0.1:3001 r=108.213.112.254:60917
t=2025-08-20T19:26:07-0500 lvl=info msg="join connections" obj=join id=d76b50c148cf l=127.0.0.1:3001 r=108.213.112.254:60917
t=2025-08-20T19:27:07-0500 lvl=info msg="join connections" obj=join id=1d2af4c199e8 l=127.0.0.1:3001 r=108.213.112.254:60917
t=2025-08-20T19:27:08-0500 lvl=info msg="join connections" obj=join id=56ea202c664e l=127.0.0.1:3001 r=108.213.112.254:49973
t=2025-08-20T19:28:07-0500 lvl=info msg="join connections" obj=join id=6867e6fb0509 l=127.0.0.1:3001 r=108.213.112.254:49973
t=2025-08-20T19:28:23-0500 lvl=info msg="join connections" obj=join id=a73605ea6427 l=127.0.0.1:3001 r=108.213.112.254:49973
t=2025-08-20T19:28:23-0500 lvl=info msg="join connections" obj=join id=11c4ce79f25a l=127.0.0.1:3001 r=[2600:1700:e900:52e0:c95d:25a2:8ffb:a650]:57858
t=2025-08-20T19:29:07-0500 lvl=info msg="join connections" obj=join id=723710762483 l=127.0.0.1:3001 r=108.213.112.254:51370
t=2025-08-20T19:30:07-0500 lvl=info msg="join connections" obj=join id=aa7235240abc l=127.0.0.1:3001 r=108.213.112.254:51370
t=2025-08-20T19:30:07-0500 lvl=info msg="join connections" obj=join id=e56d86509e3e l=127.0.0.1:3001 r=108.213.112.254:51370
t=2025-08-20T19:30:08-0500 lvl=info msg="join connections" obj=join id=48bb8e02e312 l=127.0.0.1:3001 r=108.213.112.254:51143
t=2025-08-20T19:31:07-0500 lvl=info msg="join connections" obj=join id=83dfdaba1624 l=127.0.0.1:3001 r=108.213.112.254:51143
t=2025-08-20T19:32:07-0500 lvl=info msg="join connections" obj=join id=1121a8b3ee24 l=127.0.0.1:3001 r=108.213.112.254:51143
t=2025-08-20T19:33:07-0500 lvl=info msg="join connections" obj=join id=46e340a4cca6 l=127.0.0.1:3001 r=108.213.112.254:51143
t=2025-08-20T19:33:33-0500 lvl=info msg="join connections" obj=join id=b5d8442de119 l=127.0.0.1:3001 r=[2600:1700:e900:52e0:c95d:25a2:8ffb:a650]:57960
t=2025-08-20T19:34:07-0500 lvl=info msg="join connections" obj=join id=eb1778f8692c l=127.0.0.1:3001 r=108.213.112.254:51143
t=2025-08-20T19:34:15-0500 lvl=info msg="join connections" obj=join id=2dd583f8b5c7 l=127.0.0.1:3001 r=108.213.112.254:51143
t=2025-08-20T19:34:15-0500 lvl=info msg="join connections" obj=join id=c7f33635e322 l=127.0.0.1:3001 r=[2600:1700:e900:52e0:c95d:25a2:8ffb:a650]:57960
t=2025-08-20T19:34:15-0500 lvl=warn msg="failed to open private leg" id=076f5b5735d6 privaddr=localhost:3001 err="dial tcp 127.0.0.1:3001: connect: connection refused"
t=2025-08-20T19:34:15-0500 lvl=warn msg="failed to open private leg" id=532d336f398f privaddr=localhost:3001 err="dial tcp 127.0.0.1:3001: connect: connection refused"
t=2025-08-20T19:34:30-0500 lvl=info msg="join connections" obj=join id=279ced6d823f l=127.0.0.1:3001 r=[2600:1700:e900:52e0:c95d:25a2:8ffb:a650]:58030
t=2025-08-20T19:34:42-0500 lvl=info msg="join connections" obj=join id=fd071f2ca45d l=127.0.0.1:3001 r=[2600:1700:e900:52e0:c95d:25a2:8ffb:a650]:58030
t=2025-08-20T19:34:42-0500 lvl=info msg="join connections" obj=join id=128258bc9838 l=127.0.0.1:3001 r=[2600:1700:e900:52e0:c95d:25a2:8ffb:a650]:58030
t=2025-08-20T19:34:43-0500 lvl=info msg="join connections" obj=join id=5bc909e2e638 l=127.0.0.1:3001 r=[2600:1700:e900:52e0:c95d:25a2:8ffb:a650]:58030
t=2025-08-20T19:34:46-0500 lvl=info msg="join connections" obj=join id=f4548b2fa553 l=127.0.0.1:3001 r=[2600:1700:e900:52e0:c95d:25a2:8ffb:a650]:58047
t=2025-08-20T20:38:21-0500 lvl=info msg="join connections" obj=join id=5f3a9f3d36cc l=127.0.0.1:3001 r=108.213.112.254:64404
t=2025-08-20T20:41:28-0500 lvl=info msg="received stop request" obj=app stopReq="{err:<nil> restart:false}"
t=2025-08-20T20:41:28-0500 lvl=info msg="session closing" obj=tunnels.session err=nil
t=2025-08-20T20:41:28-0500 lvl=info msg="accept failed" obj=tunnels.session obj=csess id=e9516f711505 err="reconnecting session closed"
t=2025-08-20T20:41:28-0500 lvl=info msg="failed to accept connection: Listener closed" obj=tunnels.session clientid=a6d2ee55b63b8a51a44ec4948e41e98c
t=2025-08-20T20:41:28-0500 lvl=warn msg="Stopping forwarder" name=command_line acceptErr="failed to accept connection: Listener closed"
t=2025-08-20T20:41:28-0500 lvl=warn msg="Error restarting forwarder" name=command_line err="failed to start tunnel: session closed"
t=2025-08-20T20:41:28-0500 lvl=info msg="no more state changes" obj=tunnels.session
